"Marque;Carburant;puiss_max;masse_ordma_min;Carrosserie;boite;gamme2;CO2;Cat_CO2"
"CITROEN;GO;82.0;1505;MONOSPACE COMPACT;A;MOY-INFERIEURE;120.0;B"
"CITROEN;GO;82.0;1495;MONOSPACE COMPACT;A;MOY-INFERIEURE;137.0;C"
"CITROEN;GO;82.0;1505;MONOSPACE COMPACT;A;MOY-INFERIEURE;130.0;C"
"CITROEN;GO;150.0;1735;BERLINE;A;MOY-SUPERIEURE;155.0;D"
"CITROEN;ES;88.0;1500;BERLINE;A;MOY-SUPERIEURE;144.0;D"
"CITROEN;ES;115.0;1505;BERLINE;M;MOY-SUPERIEURE;153.0;D"
"CITROEN;ES;115.0;1590;BERLINE;A;MOY-SUPERIEURE;169.0;E"
"CITROEN;GO;84.0;1600;BERLINE;A;MOY-SUPERIEURE;117.0;B"
"CITROEN;GO;84.0;1581;BERLINE;M;MOY-SUPERIEURE;125.0;C"
"CITROEN;GO;103.0;1610;BERLINE;M;MOY-SUPERIEURE;130.0;C"
"CITROEN;GO;120.0;1615;BERLINE;M;MOY-SUPERIEURE;129.0;C"
"CITROEN;GO;120.0;1684;BERLINE;A;MOY-SUPERIEURE;163.0;E"
"CITROEN;GO;177.0;1841;BERLINE;A;MOY-SUPERIEURE;189.0;E"
"CITROEN;GO;150.0;1842;BREAK;A;MOY-SUPERIEURE;159.0;D"
"CITROEN;ES;88.0;1573;BREAK;A;MOY-SUPERIEURE;149.0;D"
"CITROEN;ES;115.0;1578;BREAK;M;MOY-SUPERIEURE;155.0;D"
"CITROEN;ES;115.0;1609;BREAK;A;MOY-SUPERIEURE;169.0;E"
"CITROEN;GO;84.0;1615;BREAK;A;MOY-SUPERIEURE;117.0;B"
"CITROEN;GO;84.0;1613;BREAK;M;MOY-SUPERIEURE;125.0;C"
"CITROEN;GO;103.0;1730;BREAK;M;MOY-SUPERIEURE;134.0;C"
"CITROEN;GO;120.0;1670;BREAK;M;MOY-SUPERIEURE;133.0;C"
"CITROEN;GO;120.0;1717;BREAK;A;MOY-SUPERIEURE;163.0;E"
"CITROEN;GO;177.0;1838;BREAK;A;MOY-SUPERIEURE;189.0;E"
"CITROEN;GO;100.0;1845;MONOSPACE;M;SUPERIEURE;155.0;D"
"CITROEN;GO;120.0;1845;MONOSPACE;M;SUPERIEURE;155.0;D"
"CITROEN;GO;120.0;1975;MONOSPACE;A;SUPERIEURE;189.0;E"
"CITROEN;ES;149.0;1240;BERLINE;M;MOY-INFERIEURE;149.0;D"
"CITROEN;ES;88.0;1150;BERLINE;M;MOY-INFERIEURE;138.0;C"
"CITROEN;ES;88.0;1150;BERLINE;M;MOY-INFERIEURE;136.0;C"
"CITROEN;ES;88.0;1164;BERLINE;A;MOY-INFERIEURE;155.0;D"
"CITROEN;ES;88.0;1164;BERLINE;A;MOY-INFERIEURE;150.0;D"
"CITROEN;ES;115.0;1165;BERLINE;M;MOY-INFERIEURE;135.0;C"
"CITROEN;ES;70.0;1150;BERLINE;M;MOY-INFERIEURE;136.0;C"
"CITROEN;ES;70.0;1150;BERLINE;M;MOY-INFERIEURE;134.0;C"
"CITROEN;ES;70.0;1154;BERLINE;A;MOY-INFERIEURE;127.0;C"
"CITROEN;ES;70.0;1154;BERLINE;A;MOY-INFERIEURE;129.0;C"
"CITROEN;GO;84.0;1165;BERLINE;M;MOY-INFERIEURE;118.0;B"
"CITROEN;GO;84.0;1165;BERLINE;M;MOY-INFERIEURE;114.0;B"
"CITROEN;GO;84.0;1165;BERLINE;M;MOY-INFERIEURE;109.0;B"
"CITROEN;GO;84.0;1165;BERLINE;M;MOY-INFERIEURE;99.0;A"
"CITROEN;GO;68.0;1165;BERLINE;A;MOY-INFERIEURE;95.0;A"
"CITROEN;GO;68.0;1165;BERLINE;A;MOY-INFERIEURE;99.0;A"
"CITROEN;GO;68.0;1160;BERLINE;M;MOY-INFERIEURE;95.0;A"
"CITROEN;GO;68.0;1160;BERLINE;M;MOY-INFERIEURE;90.0;A"
"CITROEN;GO;68.0;1160;BERLINE;M;MOY-INFERIEURE;98.0;A"
"CITROEN;ES;60.0;1050;BERLINE;M;MOY-INFERIEURE;107.0;B"
"CITROEN;ES;60.0;1050;BERLINE;M;MOY-INFERIEURE;104.0;B"
"CITROEN;ES;60.0;1050;BERLINE;M;MOY-INFERIEURE;102.0;B"
"CITROEN;ES;88.0;1163;CABRIOLET;M;MOY-INFERIEURE;136.0;C"
"CITROEN;ES;88.0;1208;CABRIOLET;A;MOY-INFERIEURE;154.0;D"
"CITROEN;ES;115.0;1231;CABRIOLET;M;MOY-INFERIEURE;137.0;C"
"CITROEN;GO;68.0;1165;CABRIOLET;A;MOY-INFERIEURE;99.0;A"
"CITROEN;ES;60.0;1107;CABRIOLET;M;MOY-INFERIEURE;112.0;B"
"CITROEN;ES;60.0;1107;CABRIOLET;M;MOY-INFERIEURE;109.0;B"
"CITROEN;ES;120.0;1438;BERLINE;A;MOY-INFERIEURE;178.0;E"
"CITROEN;ES;88.0;1280;BERLINE;M;MOY-INFERIEURE;144.0;D"
"CITROEN;ES;147.0;1391;BERLINE;M;MOY-INFERIEURE;149.0;D"
"CITROEN;GO;84.0;1365;BERLINE;M;MOY-INFERIEURE;122.0;C"
"CITROEN;GO;84.0;1375;BERLINE;A;MOY-INFERIEURE;110.0;B"
"CITROEN;GO;84.0;1370;BERLINE;M;MOY-INFERIEURE;110.0;B"
"CITROEN;GO;84.0;1375;BERLINE;A;MOY-INFERIEURE;114.0;B"
"CITROEN;GO;84.0;1370;BERLINE;M;MOY-INFERIEURE;113.0;B"
"CITROEN;GO;120.0;1395;BERLINE;M;MOY-INFERIEURE;130.0;C"
"CITROEN;GO;120.0;1505;BERLINE;A;MOY-INFERIEURE;149.0;D"
"CITROEN;ES;147.0;1505;BERLINE;M;MOY-SUPERIEURE;155.0;D"
"CITROEN;ES;115.0;1495;BERLINE;A;MOY-SUPERIEURE;169.0;E"
"CITROEN;ES;115.0;1495;BERLINE;A;MOY-SUPERIEURE;165.0;E"
"CITROEN;GO;84.0;1495;BERLINE;A;MOY-SUPERIEURE;114.0;B"
"CITROEN;GO;120.0;1605;BERLINE;M;MOY-SUPERIEURE;133.0;C"
"CITROEN;GO;120.0;1605;BERLINE;M;MOY-SUPERIEURE;129.0;C"
"CITROEN;GO;120.0;1615;BERLINE;A;MOY-SUPERIEURE;158.0;D"
"CITROEN;GO;120.0;1615;BERLINE;A;MOY-SUPERIEURE;154.0;D"
"CITROEN;GO;81.0;2010;MINIBUS;M;MOY-INFERIEURE;187.0;E"
"CITROEN;GO;96.0;2025;MINIBUS;M;MOY-INFERIEURE;184.0;E"
"CITROEN;GO;110.0;2025;MINIBUS;M;MOY-INFERIEURE;184.0;E"
"CITROEN;GO;96.0;2135;MINIBUS;M;MOY-INFERIEURE;189.0;E"
"CITROEN;GO;110.0;2135;MINIBUS;M;MOY-INFERIEURE;189.0;E"
"CITROEN;GO;72.0;1976;MINIBUS;M;MOY-INFERIEURE;179.0;E"
"CITROEN;GO;94.0;1976;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;120.0;1984;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;120.0;1980;MINIBUS;A;MOY-INFERIEURE;199.0;E"
"CITROEN;GO;72.0;1986;MINIBUS;M;MOY-INFERIEURE;179.0;E"
"CITROEN;GO;94.0;1986;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;120.0;2017;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;120.0;1997;MINIBUS;A;MOY-INFERIEURE;199.0;E"
"CITROEN;GO;72.0;2001;MINIBUS;M;MOY-INFERIEURE;179.0;E"
"CITROEN;GO;94.0;2001;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;120.0;2032;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;120.0;2070;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;72.0;2070;MINIBUS;M;MOY-INFERIEURE;179.0;E"
"CITROEN;GO;94.0;2070;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;120.0;2075;MINIBUS;M;MOY-INFERIEURE;172.0;E"
"CITROEN;GO;55.0;1260;COMBISPACE;M;INFERIEURE;119.0;B"
"CITROEN;GO;55.0;1275;COMBISPACE;M;INFERIEURE;107.0;B"
"CITROEN;GO;55.0;1275;COMBISPACE;M;INFERIEURE;119.0;B"
"CITROEN;ES;54.0;1240;COMBISPACE;M;INFERIEURE;152.0;D"
"CITROEN;ES;54.0;1255;COMBISPACE;M;INFERIEURE;152.0;D"
"DACIA;ES;85.0;1280;COMBISPACE;M;INFERIEURE;135.0;C"
"DACIA;ES;60.5;1165;COMBISPACE;M;INFERIEURE;168.0;E"
"DACIA;GO;55.0;1280;COMBISPACE;M;INFERIEURE;118.0;B"
"DACIA;GO;66.0;1280;COMBISPACE;M;INFERIEURE;118.0;B"
"DACIA;GO;66.0;1363;TS TERRAINS/CHEMINS;M;INFERIEURE;132.0;C"
"DACIA;GO;79.0;1280;TS TERRAINS/CHEMINS;M;INFERIEURE;130.0;C"
"DACIA;GO;81.0;1369;TS TERRAINS/CHEMINS;M;INFERIEURE;135.0;C"
"DACIA;GO;66.0;1265;TS TERRAINS/CHEMINS;M;INFERIEURE;126.0;C"
"DACIA;ES;85.0;1267;MONOSPACE COMPACT;M;MOY-INFERIEURE;131.0;C"
"DACIA;ES;60.5;1165;MONOSPACE COMPACT;M;MOY-INFERIEURE;161.0;E"
"DACIA;GO;79.0;1280;MONOSPACE COMPACT;M;MOY-INFERIEURE;116.0;B"
"DACIA;ES;85.0;1280;MONOSPACE COMPACT;M;MOY-INFERIEURE;135.0;C"
"DACIA;ES;60.5;1266;MONOSPACE COMPACT;M;MOY-INFERIEURE;161.0;E"
"DACIA;GO;79.0;1337;MONOSPACE COMPACT;M;MOY-INFERIEURE;116.0;B"
"DACIA;GO;66.0;1280;MONOSPACE COMPACT;M;MOY-INFERIEURE;109.0;B"
"DACIA;GO;66.0;1313;MONOSPACE COMPACT;M;MOY-INFERIEURE;109.0;B"
"DACIA;GO;55.0;1134;BREAK;M;INFERIEURE;99.0;A"
"DACIA;ES;66.0;1073;BREAK;M;INFERIEURE;116.0;B"
"DACIA;ES;55.0;1049;BREAK;M;INFERIEURE;135.0;C"
"DACIA;GO;66.0;1134;BREAK;M;INFERIEURE;99.0;A"
"DACIA;GO;55.0;1108;BERLINE;M;INFERIEURE;99.0;A"
"DACIA;ES;66.0;1037;BERLINE;M;INFERIEURE;116.0;B"
"DACIA;ES;66.0;1098;BERLINE;M;INFERIEURE;124.0;C"
"DACIA;ES;55.0;1016;BERLINE;M;INFERIEURE;135.0;C"
"DACIA;GO;66.0;1108;BERLINE;M;INFERIEURE;99.0;A"
"DACIA;GO;66.0;1158;BERLINE;M;INFERIEURE;105.0;B"
"DANGEL;GO;84.0;1591;COMBISPACE;M;INFERIEURE;150.0;D"
"DANGEL;GO;84.0;1501;COMBISPACE;M;INFERIEURE;139.0;C"
"DANGEL;GO;55.0;1485;COMBISPACE;M;INFERIEURE;139.0;C"
"DANGEL;GO;68.0;1575;COMBISPACE;M;INFERIEURE;154.0;D"
"DANGEL;GO;68.0;1575;COMBISPACE;M;INFERIEURE;148.0;D"
"DANGEL;GO;68.0;1485;COMBISPACE;M;INFERIEURE;139.0;C"
"DANGEL;GO;68.0;1485;COMBISPACE;M;INFERIEURE;134.0;C"
"DANGEL;GO;55.0;1280;COMBISPACE;M;INFERIEURE;119.0;B"
"DANGEL;GO;96.0;2515;MINIBUS;M;MOY-INFERIEURE;229.0;F"
"DANGEL;GO;96.0;2515;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;96.0;2615;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;96.0;2275;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;109.0;2515;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;109.0;2615;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;109.0;2275;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;96.0;2680;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;109.0;2680;MINIBUS;M;MOY-INFERIEURE;195.0;E"
"DANGEL;GO;94.0;2111;MINIBUS;M;MOY-INFERIEURE;199.0;E"
"DANGEL;GO;94.0;2121;MINIBUS;M;MOY-INFERIEURE;199.0;E"
"DANGEL;GO;94.0;2136;MINIBUS;M;MOY-INFERIEURE;199.0;E"
"DANGEL;GO;96.0;2275;MINIBUS;M;MOY-INFERIEURE;229.0;F"
"DANGEL;GO;110.0;2515;MINIBUS;M;MOY-INFERIEURE;229.0;F"
"DANGEL;GO;94.0;2063;MINIBUS;M;MOY-INFERIEURE;199.0;E"
"DANGEL;GO;94.0;2070;MINIBUS;M;MOY-INFERIEURE;199.0;E"
"FERRARI;ES;416.0;1590;COUPE;A;LUXE;275.0;G"
"FERRARI;ES;416.0;1590;COUPE;A;LUXE;307.0;G"
"FERRARI;ES;416.0;1640;CABRIOLET;A;LUXE;275.0;G"
"FERRARI;ES;416.0;1640;CABRIOLET;A;LUXE;307.0;G"
"FERRARI;ES;360.0;1855;CABRIOLET;A;LUXE;270.0;G"
"FERRARI;ES;360.0;1855;CABRIOLET;A;LUXE;299.0;G"
"FERRARI;ES;360.0;1875;CABRIOLET;A;LUXE;299.0;G"
"FERRARI;ES;360.0;1875;CABRIOLET;A;LUXE;270.0;G"
"FERRARI;ES;541.0;1791;COUPE;A;LUXE;350.0;G"
"FERRARI;ES;541.0;1791;COUPE;A;LUXE;380.0;G"
"FERRARI;ES;486.0;1955;COUPE;A;LUXE;380.0;G"
"FERRARI;ES;486.0;1955;COUPE;A;LUXE;360.0;G"
"FIAT;ES;51.0;975;BERLINE;A;ECONOMIQUE;118.0;B"
"FIAT;ES;51.0;975;BERLINE;A;ECONOMIQUE;110.0;B"
"FIAT;ES;51.0;975;BERLINE;M;ECONOMIQUE;110.0;B"
"FIAT;ES;51.0;975;BERLINE;A;ECONOMIQUE;115.0;B"
"FIAT;ES;51.0;940;BERLINE;M;ECONOMIQUE;119.0;B"
"FIAT;ES;51.0;940;BERLINE;M;ECONOMIQUE;113.0;B"
"FIAT;ES;51.0;940;BERLINE;M;ECONOMIQUE;104.0;B"
"FIAT;ES;51.0;940;BERLINE;M;ECONOMIQUE;110.0;B"
"FIAT;GO;55.0;1055;BERLINE;M;ECONOMIQUE;110.0;B"
"FIAT;ES;73.5;1015;BERLINE;A;ECONOMIQUE;140.0;C"
"FIAT;ES;73.5;1015;BERLINE;M;ECONOMIQUE;140.0;C"
"FIAT;ES;73.5;1015;BERLINE;A;ECONOMIQUE;135.0;C"
"FIAT;ES;73.5;1015;BERLINE;M;ECONOMIQUE;135.0;C"
"FIAT;ES;73.5;1015;BERLINE;A;ECONOMIQUE;130.0;C"
"FIAT;ES;73.5;1005;BERLINE;M;ECONOMIQUE;149.0;D"
"FIAT;ES;73.5;1005;BERLINE;M;ECONOMIQUE;140.0;C"
"FIAT;ES;73.5;1005;BERLINE;M;ECONOMIQUE;135.0;C"
"FIAT;ES;99.0;1110;BERLINE;M;ECONOMIQUE;155.0;D"
"FIAT;ES;118.0;1110;BERLINE;M;ECONOMIQUE;155.0;D"
"FIAT;GO;70.0;1055;BERLINE;M;ECONOMIQUE;104.0;B"
"FIAT;ES;62.5;1015;BERLINE;A;ECONOMIQUE;92.0;A"
"FIAT;ES;62.5;1015;BERLINE;M;ECONOMIQUE;92.0;A"
"FIAT;ES;62.5;1015;BERLINE;A;ECONOMIQUE;90.0;A"
"FIAT;ES;62.5;1005;BERLINE;M;ECONOMIQUE;95.0;A"
"FIAT;ES;62.5;1005;BERLINE;M;ECONOMIQUE;92.0;A"
"FIAT;ES;48.0;940;BERLINE;M;ECONOMIQUE;97.0;A"
"FIAT;ES;48.0;980;BERLINE;M;ECONOMIQUE;97.0;A"
"FIAT;ES;48.0;940;BERLINE;M;ECONOMIQUE;95.0;A"
"FIAT;ES;48.0;980;BERLINE;M;ECONOMIQUE;95.0;A"
"FIAT;ES;51.0;1015;BERLINE;A;ECONOMIQUE;118.0;B"
"FIAT;ES;51.0;1015;BERLINE;A;ECONOMIQUE;110.0;B"
"FIAT;ES;51.0;1015;BERLINE;A;ECONOMIQUE;115.0;B"
"FIAT;ES;51.0;980;BERLINE;M;ECONOMIQUE;119.0;B"
"FIAT;ES;51.0;980;BERLINE;M;ECONOMIQUE;113.0;B"
"FIAT;ES;51.0;980;BERLINE;M;ECONOMIQUE;110.0;B"
"FIAT;GO;55.0;1095;BERLINE;M;ECONOMIQUE;110.0;B"
"FIAT;ES;73.5;1055;BERLINE;A;ECONOMIQUE;140.0;C"
"FIAT;ES;73.5;1055;BERLINE;A;ECONOMIQUE;135.0;C"
"FIAT;ES;73.5;1055;BERLINE;M;ECONOMIQUE;135.0;C"
"FIAT;ES;73.5;1055;BERLINE;A;ECONOMIQUE;130.0;C"
"FIAT;ES;73.5;1045;BERLINE;M;ECONOMIQUE;149.0;D"
"FIAT;ES;73.5;1045;BERLINE;M;ECONOMIQUE;140.0;C"
"FIAT;ES;73.5;1045;BERLINE;M;ECONOMIQUE;135.0;C"
"FIAT;GO;70.0;1095;BERLINE;M;ECONOMIQUE;104.0;B"
"FIAT;ES;62.5;1055;BERLINE;A;ECONOMIQUE;92.0;A"
"FIAT;ES;62.5;1055;BERLINE;M;ECONOMIQUE;92.0;A"
"FIAT;ES;62.5;1055;BERLINE;A;ECONOMIQUE;90.0;A"
"FIAT;ES;62.5;1045;BERLINE;M;ECONOMIQUE;95.0;A"
"FIAT;ES;62.5;1045;BERLINE;M;ECONOMIQUE;92.0;A"
"FIAT;GO;62.0;1395;MINISPACE;M;ECONOMIQUE;105.0;B"
"FIAT;GO;62.0;1385;MINISPACE;M;ECONOMIQUE;109.0;B"
"FIAT;GO;62.0;1375;MINISPACE;M;ECONOMIQUE;105.0;B"
"FIAT;GO;62.0;1390;MINISPACE;M;ECONOMIQUE;110.0;B"
"FIAT;GO;62.0;1380;MINISPACE;M;ECONOMIQUE;114.0;B"
"FIAT;GO;62.0;1370;MINISPACE;M;ECONOMIQUE;110.0;B"
"FIAT;ES;70.0;1320;MINISPACE;M;ECONOMIQUE;145.0;D"
"FIAT;ES;70.0;1330;MINISPACE;M;ECONOMIQUE;149.0;D"
"FIAT;ES;77.0;1335;MINISPACE;M;ECONOMIQUE;112.0;B"
"FIAT;ES;77.0;1335;MINISPACE;M;ECONOMIQUE;109.0;B"
"FIAT;ES;77.0;1345;MINISPACE;M;ECONOMIQUE;119.0;B"
"FIAT;GO;77.0;1440;MINISPACE;M;ECONOMIQUE;117.0;B"
"FIAT;GO;77.0;1450;MINISPACE;M;ECONOMIQUE;122.0;C"
"FIAT;ES;66.0;1280;BERLINE;M;MOY-INFERIEURE;146.0;D"
"FIAT;ES;88.0;1335;BERLINE;M;MOY-INFERIEURE;146.0;D"
"FIAT;GO;77.0;1395;BERLINE;M;MOY-INFERIEURE;129.0;C"
"FIAT;GO;77.0;1395;BERLINE;M;MOY-INFERIEURE;115.0;B"
"FIAT;GO;88.0;1395;BERLINE;M;MOY-INFERIEURE;120.0;B"
"FIAT;GO;88.0;1395;BERLINE;M;MOY-INFERIEURE;129.0;C"
"FIAT;GO;88.0;1395;BERLINE;M;MOY-INFERIEURE;125.0;C"
"FIAT;GO;88.0;1395;BERLINE;M;MOY-INFERIEURE;122.0;C"
"FIAT;GO;121.0;1435;BERLINE;M;MOY-INFERIEURE;139.0;C"
"FIAT;ES;103.0;1350;BERLINE;M;MOY-INFERIEURE;132.0;C"
"FIAT;GO;121.0;1435;BERLINE;M;MOY-INFERIEURE;135.0;C"
"FIAT;GO;120.0;1435;BERLINE;M;MOY-INFERIEURE;135.0;C"
"FIAT;ES;70.0;1415;COMBISPACE;M;INFERIEURE;166.0;E"
"FIAT;ES;70.0;1445;COMBISPACE;M;INFERIEURE;166.0;E"
"FIAT;ES;70.0;1445;COMBISPACE;M;INFERIEURE;172.0;E"
"FIAT;ES;70.0;1505;COMBISPACE;M;INFERIEURE;171.0;E"
"FIAT;ES;70.0;1505;COMBISPACE;M;INFERIEURE;177.0;E"
"FIAT;GO;77.0;1485;COMBISPACE;M;INFERIEURE;138.0;C"
"FIAT;GO;77.0;1505;COMBISPACE;M;INFERIEURE;138.0;C"
"FIAT;GO;77.0;1505;COMBISPACE;M;INFERIEURE;145.0;D"
"FIAT;GO;77.0;1575;COMBISPACE;M;INFERIEURE;150.0;D"
"FIAT;GO;77.0;1575;COMBISPACE;M;INFERIEURE;158.0;D"
"FIAT;GO;99.0;1525;COMBISPACE;M;INFERIEURE;150.0;D"
"FIAT;GO;99.0;1555;COMBISPACE;M;INFERIEURE;150.0;D"
"FIAT;GO;99.0;1555;COMBISPACE;M;INFERIEURE;156.0;D"
"FIAT;GO;99.0;1615;COMBISPACE;M;INFERIEURE;157.0;D"
"FIAT;GO;99.0;1615;COMBISPACE;M;INFERIEURE;163.0;E"
"FIAT;ES;88.0;1490;COMBISPACE;M;INFERIEURE;169.0;E"
"FIAT;GO;66.0;1485;COMBISPACE;A;INFERIEURE;133.0;C"
"FIAT;GO;66.0;1505;COMBISPACE;A;INFERIEURE;133.0;C"
"FIAT;GO;66.0;1505;COMBISPACE;A;INFERIEURE;145.0;D"
"FIAT;GO;66.0;1485;COMBISPACE;M;INFERIEURE;138.0;C"
"FIAT;GO;66.0;1505;COMBISPACE;M;INFERIEURE;138.0;C"
"FIAT;GO;66.0;1505;COMBISPACE;M;INFERIEURE;148.0;D"
"FIAT;GO;66.0;1505;COMBISPACE;M;INFERIEURE;145.0;D"
"FIAT;GO;66.0;1575;COMBISPACE;M;INFERIEURE;150.0;D"
"FIAT;GO;66.0;1575;COMBISPACE;M;INFERIEURE;158.0;D"
"FIAT;GO;66.0;1505;COMBISPACE;A;INFERIEURE;141.0;D"
"FIAT;GO;66.0;1575;COMBISPACE;A;INFERIEURE;152.0;D"
"FIAT;GO;66.0;1575;COMBISPACE;A;INFERIEURE;163.0;E"
"FIAT;GO;96.0;2290;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2025;MINIBUS;A;MOY-INFERIEURE;173.0;E"
"FIAT;GO;96.0;2290;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2290;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;96.0;2025;MINIBUS;M;MOY-INFERIEURE;173.0;E"
"FIAT;GO;96.0;2025;MINIBUS;M;MOY-INFERIEURE;167.0;E"
"FIAT;GO;109.0;2290;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2025;MINIBUS;A;MOY-INFERIEURE;173.0;E"
"FIAT;GO;109.0;2290;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2290;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;109.0;2025;MINIBUS;M;MOY-INFERIEURE;173.0;E"
"FIAT;GO;109.0;2025;MINIBUS;M;MOY-INFERIEURE;167.0;E"
"FIAT;GO;130.0;2340;MINIBUS;A;MOY-INFERIEURE;207.0;F"
"FIAT;GO;130.0;2075;MINIBUS;A;MOY-INFERIEURE;181.0;E"
"FIAT;GO;130.0;2340;MINIBUS;M;MOY-INFERIEURE;210.0;F"
"FIAT;GO;130.0;2075;MINIBUS;M;MOY-INFERIEURE;184.0;E"
"FIAT;GO;85.0;2275;MINIBUS;M;MOY-INFERIEURE;182.0;E"
"FIAT;GO;85.0;2010;MINIBUS;M;MOY-INFERIEURE;166.0;E"
"FIAT;GO;96.0;2375;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2475;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2450;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2135;MINIBUS;A;MOY-INFERIEURE;180.0;E"
"FIAT;GO;96.0;2375;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2475;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2450;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2375;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;96.0;2475;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;96.0;2450;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;96.0;2135;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;96.0;2025;MINIBUS;M;MOY-INFERIEURE;174.0;E"
"FIAT;GO;109.0;2375;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2475;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2135;MINIBUS;A;MOY-INFERIEURE;180.0;E"
"FIAT;GO;109.0;2375;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2475;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2375;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;109.0;2475;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;109.0;2450;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;109.0;2135;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;109.0;2135;MINIBUS;M;MOY-INFERIEURE;174.0;E"
"FIAT;GO;130.0;2425;MINIBUS;A;MOY-INFERIEURE;207.0;F"
"FIAT;GO;130.0;2525;MINIBUS;A;MOY-INFERIEURE;207.0;F"
"FIAT;GO;130.0;2425;MINIBUS;M;MOY-INFERIEURE;210.0;F"
"FIAT;GO;130.0;2525;MINIBUS;M;MOY-INFERIEURE;210.0;F"
"FIAT;GO;85.0;2360;MINIBUS;M;MOY-INFERIEURE;182.0;E"
"FIAT;GO;85.0;2460;MINIBUS;M;MOY-INFERIEURE;182.0;E"
"FIAT;GO;85.0;2120;MINIBUS;M;MOY-INFERIEURE;174.0;E"
"FIAT;GO;96.0;2540;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2540;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;96.0;2540;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;109.0;2540;MINIBUS;A;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2540;MINIBUS;M;MOY-INFERIEURE;186.0;E"
"FIAT;GO;109.0;2540;MINIBUS;M;MOY-INFERIEURE;180.0;E"
"FIAT;GO;85.0;2525;MINIBUS;M;MOY-INFERIEURE;182.0;E"
"FIAT;GO;55.0;1275;COMBISPACE;M;INFERIEURE;107.0;B"
"FIAT;GO;55.0;1260;COMBISPACE;M;INFERIEURE;119.0;B"
"FIAT;GO;55.0;1275;COMBISPACE;M;INFERIEURE;119.0;B"
"FIAT;GO;70.0;1275;COMBISPACE;M;INFERIEURE;107.0;B"
"FIAT;ES;54.0;1255;COMBISPACE;M;INFERIEURE;152.0;D"
"FIAT;GO;103.0;1891;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;169.0;E"
"FIAT;GO;125.0;1891;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;169.0;E"
"FIAT;GO;103.0;1940;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;169.0;E"
